"Date";"period";"diversified-rd"
"8515";1993-06-17;283;23,8885230878222
"8516";1993-06-18;283;23,5067271147284
"8517";1993-06-21;283;23,533019277858
"8518";1993-06-22;283;23,4972890095423
"8519";1993-06-23;283;23,4631904015457
"8520";1993-06-24;283;23,653948263817
"8521";1993-06-25;283;23,9458009095006
"8522";1993-06-28;283;24,1644053497058
"8523";1993-06-29;283;24,169924363402
"8524";1993-06-30;283;24,0649627501072
"8525";1993-07-01;284;24,1895269437742
"8526";1993-07-02;284;24,4873063007073
"8527";1993-07-06;284;24,1543005373873
"8528";1993-07-07;284;24,2431398893039
"8529";1993-07-08;284;24,3402460029343
"8530";1993-07-09;284;24,4213126256427
"8531";1993-07-12;284;24,4334025596265
"8532";1993-07-13;284;24,319092863506
"8533";1993-07-14;284;24,6796429272266
"8534";1993-07-15;284;24,5642234721467
"8535";1993-07-16;284;24,691813637429
"8536";1993-07-19;284;24,4554753674049
"8537";1993-07-20;284;24,2652458458954
"8538";1993-07-21;284;23,971230499809
"8539";1993-07-22;284;23,7890875802905
"8540";1993-07-23;284;23,7069384328499
"8541";1993-07-26;284;23,7675643574067
"8542";1993-07-27;284;23,6847307808356
"8543";1993-07-28;284;23,8252653679727
"8544";1993-07-29;284;24,2663431693411
"8545";1993-07-30;284;24,2248496578675
"8546";1993-08-02;285;24,0222798873602
"8547";1993-08-03;285;24,1349061415348
"8548";1993-08-04;285;24,0949951941856
"8549";1993-08-05;285;24,3392528400042
"8550";1993-08-06;285;24,4793778799027
"8551";1993-08-09;285;24,5116696325813
"8552";1993-08-10;285;24,4921314458557
"8553";1993-08-11;285;24,5198946399866
"8554";1993-08-12;285;24,5722936203164
"8555";1993-08-13;285;24,7972352088977
"8556";1993-08-16;285;24,8428493027862
"8557";1993-08-17;285;24,8366719482439
"8558";1993-08-18;285;24,8630338045427
"8559";1993-08-19;285;24,8760399677356
"8560";1993-08-20;285;24,9020920730398
"8561";1993-08-23;285;24,9606563866425
"8562";1993-08-24;285;25,1937033844918
"8563";1993-08-25;285;25,2964959223283
"8564";1993-08-26;285;25,3963413815903
"8565";1993-08-27;285;25,2570902353342
"8566";1993-08-30;285;25,3602978472613
"8567";1993-08-31;285;25,3257553242015
"8568";1993-09-01;285;25,4069282798317
"8569";1993-09-02;286;25,6029413490707
"8570";1993-09-03;286;26,1428961537887
"8571";1993-09-07;286;26,2784500935243
"8572";1993-09-08;286;26,0029123228765
"8573";1993-09-09;286;25,6845715322928
"8574";1993-09-10;286;25,9360517730418
"8575";1993-09-13;286;25,8199302928715
"8576";1993-09-14;286;25,5683000300258
"8577";1993-09-15;286;25,570170577026
"8578";1993-09-16;286;25,7104047976973
"8579";1993-09-17;286;25,6473989683555
"8580";1993-09-20;286;25,4682587378261
"8581";1993-09-21;286;25,4187264863386
"8582";1993-09-22;286;25,542724664757
"8583";1993-09-23;286;25,5800867460839
"8584";1993-09-24;286;25,6033330451651
"8585";1993-09-27;286;25,9627277715395
"8586";1993-09-28;286;25,9994040085049
"8587";1993-09-29;286;25,6298921874273
"8588";1993-09-30;286;25,4482658058668
"8589";1993-10-01;287;25,7187081232985
"8590";1993-10-04;287;25,9105875167994
"8591";1993-10-05;287;25,7357574699122
"8592";1993-10-06;287;25,7955805721356
"8593";1993-10-07;287;25,8281460621351
"8594";1993-10-08;287;26,103969602632
"8595";1993-10-11;287;25,8599929839759
"8596";1993-10-12;287;25,9762441463476
"8597";1993-10-13;287;25,8118649789318
"8598";1993-10-14;287;26,010640078141
"8599";1993-10-15;287;26,1547092352439
"8600";1993-10-18;287;25,9027281341247
"8601";1993-10-19;287;25,9512539563719
"8602";1993-10-20;287;25,9295649084518
"8603";1993-10-21;287;25,5642735469081
"8604";1993-10-22;287;25,3937285199931
"8605";1993-10-25;287;25,4290824749896
"8606";1993-10-26;287;25,6254626789602
"8607";1993-10-27;287;25,4909732002774
"8608";1993-10-28;287;25,5877175513726
"8609";1993-10-29;287;25,5378006938612
"8610";1993-11-01;288;25,0423355947803
"8611";1993-11-02;288;24,8462539513706
"8612";1993-11-03;288;24,8755298788478
"8613";1993-11-04;288;24,7617251960079
"8614";1993-11-05;288;24,6056194747913
"8615";1993-11-08;288;24,9480141151406
"8616";1993-11-09;288;25,0693001483906
"8617";1993-11-10;288;24,9471246726928
"8618";1993-11-11;288;24,7257157123112
"8619";1993-11-12;288;25,0995422323758
"8620";1993-11-15;288;25,1376883720289
"8621";1993-11-16;288;25,2569126570256
"8622";1993-11-17;288;25,1786066697054
"8623";1993-11-18;288;25,0698909963909
"8624";1993-11-19;288;24,8052390108381
"8625";1993-11-22;288;24,7278598135328
"8626";1993-11-23;288;25,0800284715729
"8627";1993-11-24;288;25,1256734007914
"8628";1993-11-26;288;25,3147391514236
"8629";1993-11-29;288;25,6233817890031
"8630";1993-11-30;288;25,3765684959715
"8631";1993-12-01;289;25,4129362510375
"8632";1993-12-02;289;25,5539961507958
"8633";1993-12-03;289;25,4367197330335
"8634";1993-12-06;289;25,7098932434473
"8635";1993-12-07;289;25,6488166775217
"8636";1993-12-08;289;25,7780180804206
"8637";1993-12-09;289;25,8559203170449
"8638";1993-12-10;289;25,3377608377304
"8639";1993-12-13;289;25,4721559384726
"8640";1993-12-14;289;25,4317579611549
"8641";1993-12-15;289;25,5520673101703
"8642";1993-12-16;289;25,5381053933168
"8643";1993-12-17;289;25,6937381989341
"8644";1993-12-20;289;25,5574204526015
"8645";1993-12-21;289;25,5183629699275
"8646";1993-12-22;289;25,6106192837053
"8647";1993-12-23;289;25,6776563478971
"8648";1993-12-27;289;25,6642917139753
"8649";1993-12-28;289;25,6633950647636
"8650";1993-12-29;289;25,6083511193626
"8651";1993-12-30;289;25,5040566562981
"8652";1993-12-31;289;25,4822379080473
"8653";1994-01-03;290;25,2051390416787
"8654";1994-01-04;290;25,2775002612279
"8655";1994-01-05;290;24,9628254318112
"8656";1994-01-06;290;25,1424352906933
"8657";1994-01-07;290;25,667486510389
"8658";1994-01-10;290;25,8936707166069
"8659";1994-01-11;290;25,8657427390519
"8660";1994-01-12;290;26,1188525142714
"8661";1994-01-13;290;25,8131545224067
"8662";1994-01-14;290;25,5518557625044
"8663";1994-01-17;290;25,4182208450537
"8664";1994-01-18;290;25,6919258162067
"8665";1994-01-19;290;25,6706365053265
"8666";1994-01-20;290;25,9094609245785
"8667";1994-01-21;290;25,7791895361993
"8668";1994-01-24;290;25,6400766396677
"8669";1994-01-25;290;25,6096679088254
"8670";1994-01-26;290;25,4376531140253
"8671";1994-01-27;290;25,4663623391386
"8672";1994-01-28;290;25,5555711144778
"8673";1994-01-31;290;25,4975328751574
"8674";1994-02-01;291;25,1617123078206
"8675";1994-02-02;291;25,094389320836
"8676";1994-02-03;291;24,857522503137
"8677";1994-02-04;291;24,4369306237655
"8678";1994-02-07;291;24,4671942643431
"8679";1994-02-08;291;24,4360300062974
"8680";1994-02-09;291;24,7114138255982
"8681";1994-02-10;291;24,6793638420624
"8682";1994-02-11;291;24,6609714104698
"8683";1994-02-14;291;24,6728530926274
"8684";1994-02-15;291;24,7183798920055
"8685";1994-02-16;291;24,8317794757798
"8686";1994-02-17;291;24,5451821935703
"8687";1994-02-18;291;24,4000793565853
"8688";1994-02-22;291;24,5067550335414
"8689";1994-02-23;291;24,2113119362129
"8690";1994-02-24;291;23,9734633878771
"8691";1994-02-25;291;24,0525687236625
"8692";1994-02-28;291;24,1784315929184
"8693";1994-03-01;292;23,7404769053883
"8694";1994-03-02;292;23,7072336706917
"8695";1994-03-03;292;23,6077672753272
"8696";1994-03-04;292;23,6133209933421
"8697";1994-03-07;292;23,819099475524
"8698";1994-03-08;292;23,7281080622121
"8699";1994-03-09;292;23,6868493693098
"8700";1994-03-10;292;23,6077575932539
"8701";1994-03-11;292;23,6356244918684
"8702";1994-03-14;292;23,4869164303546
"8703";1994-03-15;292;23,4566925782809
"8704";1994-03-16;292;23,5619038513325
"8705";1994-03-17;292;23,5657773174417
"8706";1994-03-18;292;23,3502035642049
"8707";1994-03-21;292;23,1107925012073
"8708";1994-03-22;292;23,4082909352409
"8709";1994-03-23;292;23,5033493861347
"8710";1994-03-24;292;23,2275398421477
"8711";1994-03-25;292;23,2142131855094
"8712";1994-03-28;292;23,471418147437
"8713";1994-03-29;292;23,177323378205
"8714";1994-03-30;292;23,0883345687206
"8715";1994-03-31;292;23,0988325120182
"8716";1994-04-01;292;22,6387802450492
"8717";1994-04-04;293;22,150882291289
"8718";1994-04-05;293;22,233897390626
"8719";1994-04-06;293;22,3239083896014
"8720";1994-04-07;293;22,4820351846677
"8721";1994-04-08;293;22,4220388788425
"8722";1994-04-11;293;22,3691487283957
"8723";1994-04-12;293;22,4476046605436
"8724";1994-04-13;293;22,3368439928787
"8725";1994-04-14;293;22,2237258141443
"8726";1994-04-15;293;22,1497616444381
"8727";1994-04-18;293;21,9048618179325
"8728";1994-04-19;293;21,9886362333986
"8729";1994-04-20;293;22,006326775857
"8730";1994-04-21;293;22,09653560097
"8731";1994-04-22;293;21,9184035371602
"8732";1994-04-25;293;21,9795835672825
"8733";1994-04-26;293;22,1062785060414
"8734";1994-04-28;293;22,0708344223439
"8735";1994-04-29;293;22,0551704330527
"8736";1994-05-02;294;21,9721161324919
"8737";1994-05-03;294;21,897231175578
"8738";1994-05-04;294;21,8928482426631
"8739";1994-05-05;294;21,8773938757202
"8740";1994-05-06;294;21,6350389443688
"8741";1994-05-09;294;21,509436619323
"8742";1994-05-10;294;21,5827678106165
"8743";1994-05-11;294;21,5079176638283
"8744";1994-05-12;294;21,5468927615082
"8745";1994-05-13;294;21,6850984165423
"8746";1994-05-16;294;21,7743611037192
"8747";1994-05-17;294;21,9793093657114
"8748";1994-05-18;294;22,1384642648118
"8749";1994-05-19;294;22,2463996242678
"8750";1994-05-20;294;22,2453392539035
"8751";1994-05-23;294;22,0743208192394
"8752";1994-05-24;294;22,0712026626647
"8753";1994-05-25;294;22,1168945324353
"8754";1994-05-26;294;22,1288911273334
"8755";1994-05-27;294;22,0953382838759
"8756";1994-05-31;294;22,0654611528096
"8757";1994-06-01;295;22,1213077243638
"8758";1994-06-02;295;22,1610952253161
"8759";1994-06-03;295;22,2112545923172
"8760";1994-06-06;295;22,3094567451946
"8761";1994-06-07;295;22,2440818762142
"8762";1994-06-08;295;22,242473633845
"8763";1994-06-09;295;22,2808310615427
"8764";1994-06-10;295;22,193300898401
"8765";1994-06-13;295;22,20407432015
"8766";1994-06-14;295;22,3206413980006
"8767";1994-06-15;295;22,2529594794853
"8768";1994-06-16;295;22,3064040104469
"8769";1994-06-17;295;22,4091532190716
"8770";1994-06-20;295;22,3868345709221
"8771";1994-06-21;295;22,3846631163336
"8772";1994-06-22;295;22,3620039205086
"8773";1994-06-23;295;22,4176017981034
"8774";1994-06-24;295;22,2923360812315
"8775";1994-06-27;295;22,2531789705473
"8776";1994-06-28;295;22,1214215331213
"8777";1994-06-29;295;22,1454231355251
"8778";1994-06-30;295;22,0167683217326
"8779";1994-07-01;296;22,0450893573667
"8780";1994-07-05;296;22,1529371869285
"8781";1994-07-06;296;22,1967803579623
"8782";1994-07-07;296;22,2478964616233
"8783";1994-07-08;296;22,0333495288854
"8784";1994-07-11;296;22,0979669146462
"8785";1994-07-12;296;22,1668433229267
"8786";1994-07-13;296;22,1608138948525
"8787";1994-07-14;296;22,4549554621926
"8788";1994-07-15;296;22,4840906228436
"8789";1994-07-18;296;22,5693809672348
"8790";1994-07-19;296;22,6679176807856
"8791";1994-07-20;296;22,4534250358465
"8792";1994-07-21;296;22,2251744512798
"8793";1994-07-22;296;22,1925831418286
"8794";1994-07-25;296;22,2748528676769
"8795";1994-07-26;296;22,2779737025408
"8796";1994-07-27;296;22,1538016862468
"8797";1994-07-28;296;22,1460875644336
"8798";1994-07-29;296;22,6437896444985
"8799";1994-08-01;297;22,6656994447725
"8800";1994-08-02;297;22,6104090626373
"8801";1994-08-03;297;22,5872884180103
"8802";1994-08-04;297;22,5757738688533
"8803";1994-08-05;297;22,2175549201885
"8804";1994-08-08;297;22,266155167903
"8805";1994-08-09;297;22,1699619982833
"8806";1994-08-10;297;22,2035984083444
"8807";1994-08-11;297;22,3039410759294
"8808";1994-08-12;297;22,1821359751865
"8809";1994-08-15;297;22,201135729397
"8810";1994-08-16;297;22,1836786079103
"8811";1994-08-17;297;22,2978357511972
"8812";1994-08-18;297;22,3275237668515
"8813";1994-08-19;297;22,3247245723349
"8814";1994-08-22;297;22,1680833838823
"8815";1994-08-23;297;22,3429008538242
"8816";1994-08-24;297;22,6060854385488
"8817";1994-08-25;297;22,540708404514
"8818";1994-08-26;297;22,4748645375953
"8819";1994-08-29;297;22,6348602113043
"8820";1994-08-30;297;22,7701863438032
"8821";1994-08-31;297;22,9227517986557
"8822";1994-09-01;298;22,8965805275033
"8823";1994-09-02;298;22,9925612141751
"8824";1994-09-06;298;22,9516487069717
"8825";1994-09-07;298;22,8368305444971
"8826";1994-09-08;298;22,8092130336384
"8827";1994-09-09;298;22,7208925864432
"8828";1994-09-12;298;22,7478269864534
"8829";1994-09-13;298;22,7625512599094
"8830";1994-09-14;298;22,8054123001003
"8831";1994-09-15;298;22,8768015093638
"8832";1994-09-16;298;22,8688857008102
"8833";1994-09-19;298;22,8681441141271
"8834";1994-09-20;298;22,9087665414031
"8835";1994-09-21;298;22,8928345210878
"8836";1994-09-22;298;22,9486316926479
"8837";1994-09-23;298;23,0575151281031
"8838";1994-09-26;298;22,9693376631092
"8839";1994-09-27;298;23,0311197806129
"8840";1994-09-28;298;23,0259299603872
"8841";1994-09-29;298;22,8523050179221
"8842";1994-09-30;298;22,7672778596697
"8843";1994-10-03;299;22,7151635392879
"8844";1994-10-04;299;22,7302723708825
"8845";1994-10-05;299;22,7660985134222
"8846";1994-10-06;299;22,7930764280665
"8847";1994-10-07;299;22,839336739348
"8848";1994-10-10;299;22,8316252730998
"8849";1994-10-11;299;22,7665112871254
"8850";1994-10-12;299;22,7687442686307
"8851";1994-10-13;299;22,9023808578636
"8852";1994-10-14;299;23,0852075090823
"8853";1994-10-17;299;23,1582064453765
"8854";1994-10-18;299;23,22790541176
"8855";1994-10-19;299;23,4038091247264
"8856";1994-10-20;299;23,303173663745
"8857";1994-10-21;299;23,1430423735339
"8858";1994-10-24;299;23,0759880618437
"8859";1994-10-25;299;23,1144112037196
"8860";1994-10-26;299;23,1584765001581
"8861";1994-10-27;299;23,2150357814784
"8862";1994-10-28;299;23,2443345435463
"8863";1994-10-31;299;23,3003897527564
"8864";1994-11-01;300;23,3015001076077
"8865";1994-11-02;300;23,2552734969063
"8866";1994-11-03;300;23,0868676649623
"8867";1994-11-04;300;23,1224970440958
"8868";1994-11-07;300;23,1602213369382
"8869";1994-11-08;300;23,2784735227138
"8870";1994-11-09;300;23,1938918984734
"8871";1994-11-10;300;23,1989384112819
"8872";1994-11-11;300;23,1554187398683
"8873";1994-11-14;300;23,3185531144998
"8874";1994-11-15;300;23,206417210018
"8875";1994-11-16;300;23,3423361802384
"8876";1994-11-17;300;23,3048626872884
"8877";1994-11-18;300;23,1692559898766
"8878";1994-11-21;300;23,2233879255822
"8879";1994-11-22;300;23,0686495601241
"8880";1994-11-23;300;23,2479564192191
"8881";1994-11-25;300;23,2032639117762
"8882";1994-11-28;300;23,0851152027809
"8883";1994-11-29;300;23,267024012084
"8884";1994-11-30;300;23,4722021401643
"8885";1994-12-01;301;23,5698999780186
"8886";1994-12-02;301;23,7218869906799
"8887";1994-12-05;301;23,4254246559944
"8888";1994-12-06;301;23,6509332763243
"8889";1994-12-07;301;23,3645953154391
"8890";1994-12-08;301;23,3621744825451
"8891";1994-12-09;301;23,3203424390989
"8892";1994-12-12;301;23,1630119161244
"8893";1994-12-13;301;23,2731249335593
"8894";1994-12-14;301;23,6077551074553
"8895";1994-12-15;301;23,7224771554998
"8896";1994-12-16;301;23,7256540226682
"8897";1994-12-19;301;23,8056076178222
"8898";1994-12-20;301;23,8294672578865
"8899";1994-12-21;301;23,865222288936
"8900";1994-12-22;301;23,7221179504686
"8901";1994-12-23;301;23,7108561738624
"8902";1994-12-27;301;23,6489209536997
"8903";1994-12-28;301;23,7100292850097
"8904";1994-12-29;301;23,682201085071
"8905";1994-12-30;301;23,693644566187
"8906";1995-01-03;302;23,5402622082408
"8907";1995-01-04;302;23,8255073849506
"8908";1995-01-05;302;23,8667858920731
"8909";1995-01-06;302;23,9970693764578
"8910";1995-01-09;302;24,0685929229201
"8911";1995-01-10;302;24,1862083709231
"8912";1995-01-11;302;24,2239854082657
"8913";1995-01-12;302;24,2999980197733
"8914";1995-01-13;302;24,4828404785699
"8915";1995-01-16;302;24,3403968065106
"8916";1995-01-17;302;24,3693107618017
"8917";1995-01-18;302;24,5116419779965
"8918";1995-01-19;302;24,6341487195625
"8919";1995-01-20;302;24,4896611296458
"8920";1995-01-23;302;24,5992823485008
"8921";1995-01-24;302;24,617476995052
"8922";1995-01-25;302;24,6229887764413
"8923";1995-01-26;302;24,7366288384373
"8924";1995-01-27;302;24,8316863872295
"8925";1995-01-30;302;24,8435335571287
"8926";1995-01-31;302;24,8326271334252
"8927";1995-02-01;303;24,5426801349907
"8928";1995-02-02;303;24,4567291409288
"8929";1995-02-03;303;24,5453807652719
"8930";1995-02-06;303;24,3580521061427
"8931";1995-02-07;303;24,4215336764723
"8932";1995-02-08;303;24,4073461923625
"8933";1995-02-09;303;24,237911002494
"8934";1995-02-10;303;24,3469049963949
"8935";1995-02-13;303;24,477674601105
"8936";1995-02-14;303;24,7175013856831
"8937";1995-02-15;303;24,8339267040834
"8938";1995-02-16;303;25,0445777876241
"8939";1995-02-17;303;24,9138180225626
"8940";1995-02-21;303;24,9339809300684
"8941";1995-02-22;303;25,015252177024
"8942";1995-02-23;303;24,9642257627012
"8943";1995-02-24;303;25,039359613325
"8944";1995-02-27;303;25,3085859625026
"8945";1995-02-28;303;25,0897922336404
"8946";1995-03-01;304;25,2136069197899
"8947";1995-03-02;304;25,2587808020729
"8948";1995-03-03;304;25,4334081679137
"8949";1995-03-06;304;25,461707011647
"8950";1995-03-07;304;25,6186763139458
"8951";1995-03-08;304;25,5820560471252
"8952";1995-03-09;304;25,7259324896768
"8953";1995-03-10;304;25,5230012298973
"8954";1995-03-13;304;25,7152808327915
"8955";1995-03-14;304;25,7583986437114
"8956";1995-03-15;304;25,7850607072473
"8957";1995-03-16;304;25,6118821611964
"8958";1995-03-17;304;25,6244054426985
"8959";1995-03-20;304;25,5431887676992
"8960";1995-03-21;304;25,4832041064701
"8961";1995-03-22;304;25,5584226997375
"8962";1995-03-23;304;25,5371356670933
"8963";1995-03-24;304;25,8084577739955
"8964";1995-03-27;304;25,8462858800938
"8965";1995-03-28;304;25,7760735623663
"8966";1995-03-29;304;25,7570541381341
"8967";1995-03-30;304;25,4703450916059
"8968";1995-03-31;304;25,5479128930532
"8969";1995-04-03;304;25,7412830432906
"8970";1995-04-04;304;25,6528180641885
"8971";1995-04-05;304;25,7943682517386
"8972";1995-04-06;304;25,854934137831
"8973";1995-04-07;304;25,9946876090901
"8974";1995-04-10;304;25,848203471795
"8975";1995-04-11;304;25,8710069168384
"8976";1995-04-12;304;25,8641869376416
"8977";1995-04-13;304;26,0557352233793
"8978";1995-04-17;304;26,0831442149892
"8979";1995-04-18;304;26,1237214960627
"8980";1995-04-19;304;25,6792217129737
"8981";1995-04-20;304;25,7650852495356
"8982";1995-04-21;304;25,9301830801788
"8983";1995-04-24;304;25,6916501215561
"8984";1995-04-25;305;25,6907133418929
"8985";1995-04-26;305;25,7110911225968
"8986";1995-04-27;305;25,6729157285679
"8987";1995-04-28;305;25,6257690072058
"8988";1995-05-01;306;25,5148919356912
"8989";1995-05-02;306;25,6204647560164
"8990";1995-05-03;306;25,9339765816204
"8991";1995-05-04;306;26,0920248598009
"8992";1995-05-05;306;26,703280611775
"8993";1995-05-08;306;26,7141108597381
"8994";1995-05-09;306;26,9031917126545
"8995";1995-05-10;306;26,7906182036753
"8996";1995-05-11;306;26,4291778911008
"8997";1995-05-12;306;26,3724113414888
"8998";1995-05-15;306;26,4974630903433
"8999";1995-05-16;306;26,6810979259246
"9000";1995-05-17;306;26,6687413349493
"9001";1995-05-18;306;26,4625083765861
"9002";1995-05-19;306;26,5121105073305
"9003";1995-05-22;306;26,4149494710849
"9004";1995-05-23;306;26,7548874409159
"9005";1995-05-24;306;27,2108005328128
"9006";1995-05-25;306;27,4574605617228
"9007";1995-05-26;306;27,4685187025012
"9008";1995-05-30;306;27,748949101086
"9009";1995-05-31;306;27,7197465246798
"9010";1995-06-01;307;28,0053064194181
"9011";1995-06-02;307;28,2685323981756
"9012";1995-06-05;307;28,367571564324
"9013";1995-06-06;307;28,2081126273776
"9014";1995-06-07;307;27,9381178346024
"9015";1995-06-08;307;27,7560314643511
"9016";1995-06-09;307;27,4954936682049
"9017";1995-06-12;307;27,641861738813
"9018";1995-06-13;307;28,1156436325706
"9019";1995-06-14;307;28,2468833062896
"9020";1995-06-15;307;28,315082924795
"9021";1995-06-16;307;28,3382987264012
"9022";1995-06-19;307;28,2755223226605
"9023";1995-06-20;307;28,2581657460377
"9024";1995-06-21;307;28,2619075306818
"9025";1995-06-22;307;28,5925608357801
"9026";1995-06-23;307;28,4743559667375
"9027";1995-06-26;307;28,3684645594196
"9028";1995-06-27;307;28,2297190056483
"9029";1995-06-28;307;28,4425477806338
"9030";1995-06-29;307;28,1424398165949
"9031";1995-06-30;307;28,2693595991692
"9032";1995-07-03;307;28,3013635101078
"9033";1995-07-04;307;28,3013635101078
"9034";1995-07-05;308;28,3801838037228
"9035";1995-07-06;308;28,7328956938668
"9036";1995-07-07;308;28,7919300037898
"9037";1995-07-10;308;28,7436267739001
"9038";1995-07-11;308;28,7407863282689
"9039";1995-07-12;308;28,7831759685128
"9040";1995-07-13;308;28,8726719591354
"9041";1995-07-14;308;28,7635523891808
"9042";1995-07-17;308;28,6211661930478
"9043";1995-07-18;308;28,4505094129904
"9044";1995-07-19;308;28,1502593785913
"9045";1995-07-20;308;28,1699930675724
"9046";1995-07-21;308;28,0723989858607
"9047";1995-07-24;308;28,2002117159427
"9048";1995-07-25;308;28,1994582138466
"9049";1995-07-26;308;28,0910683965491
"9050";1995-07-27;308;28,2717649541506
"9051";1995-07-28;308;28,2119361737338
"9052";1995-07-31;308;28,1510610789879
"9053";1995-08-01;309;28,2420546618394
"9054";1995-08-02;309;28,7255949545443
"9055";1995-08-03;309;28,4736968101407
"9056";1995-08-04;309;28,5371916957871
"9057";1995-08-07;309;28,4787368432386
"9058";1995-08-08;309;28,4388020689369
"9059";1995-08-09;309;28,3346718637362
"9060";1995-08-10;309;28,3266134194975
"9061";1995-08-11;309;28,1843905501405
"9062";1995-08-14;309;28,1196772125138
"9063";1995-08-15;309;28,1193154738921
"9064";1995-08-16;309;28,3382371634635
"9065";1995-08-17;309;28,2022473761152
"9066";1995-08-18;309;28,1796060291382
"9067";1995-08-21;309;28,109717095657
"9068";1995-08-22;309;28,0666969143573
"9069";1995-08-23;309;28,0460036232323
"9070";1995-08-24;309;28,2610268350149
"9071";1995-08-25;309;28,3943531948464
"9072";1995-08-28;309;28,5125578881687
"9073";1995-08-29;309;28,323330510875
"9074";1995-08-30;309;28,3094267824158
"9075";1995-08-31;309;28,2976766920689
"9076";1995-09-01;310;28,4264595425618
"9077";1995-09-04;310;28,4264595425618
"9078";1995-09-05;310;28,5613557992558
"9079";1995-09-06;310;28,7568776268479
"9080";1995-09-07;310;28,6113970336645
"9081";1995-09-08;310;28,5297793547109
"9082";1995-09-11;310;28,5772945929099
"9083";1995-09-12;310;28,5619943067182
"9084";1995-09-13;310;28,5510895849709
"9085";1995-09-14;310;28,6931884097047
"9086";1995-09-15;310;28,7437308997238
"9087";1995-09-18;310;28,6195264275116
"9088";1995-09-19;310;28,8704581656918
"9089";1995-09-20;310;28,7650513680429
"9090";1995-09-21;310;28,3582825104851
"9091";1995-09-22;310;28,4083418315325
"9092";1995-09-25;310;28,3912671173737
"9093";1995-09-26;310;28,3846859769313
"9094";1995-09-27;310;28,1786448085108
"9095";1995-09-28;310;28,2507746012104
"9096";1995-09-29;310;28,5127300980064
"9097";1995-10-02;311;28,4427294276363
"9098";1995-10-03;311;28,5365605219118
"9099";1995-10-04;311;28,5990077332306
"9100";1995-10-05;311;28,4482971169813
"9101";1995-10-06;311;28,5074173414695
"9102";1995-10-09;311;28,4150629932126
"9103";1995-10-10;311;28,1068476767928
"9104";1995-10-11;311;28,2166524865803
"9105";1995-10-12;311;28,3695562919868
"9106";1995-10-13;311;28,4314102395499
"9107";1995-10-16;311;28,5077763562684
"9108";1995-10-17;311;28,3516773102097
"9109";1995-10-18;311;28,2658416716422
"9110";1995-10-19;311;28,4723952048044
"9111";1995-10-20;311;28,2296806272971
"9112";1995-10-23;311;28,1147947835324
"9113";1995-10-24;311;28,2180299538218
"9114";1995-10-25;311;28,2929820017148
"9115";1995-10-26;311;27,949501013557
"9116";1995-10-27;311;28,0901352579146
"9117";1995-10-30;311;28,3300029275045
"9118";1995-10-31;311;28,3225289512548
"9119";1995-11-01;311;28,5718774369089
"9120";1995-11-02;311;28,8698240088189
"9121";1995-11-03;311;28,7885948474838
"9122";1995-11-06;311;28,6120403705662
"9123";1995-11-07;311;28,4595726424809
"9124";1995-11-08;312;28,3686355957748
"9125";1995-11-09;312;28,1505782817583
"9126";1995-11-10;312;28,1830959935618
"9127";1995-11-13;312;28,152732894003
"9128";1995-11-14;312;28,1010625216255
"9129";1995-11-15;312;28,0552258506362
"9130";1995-11-16;312;28,3699749761718
"9131";1995-11-17;312;28,4266357343706
"9132";1995-11-20;312;28,4075575853458
"9133";1995-11-21;312;28,3786737430292
"9134";1995-11-22;312;28,3783934254814
"9135";1995-11-23;312;28,3783934254814
"9136";1995-11-24;312;28,50376867313
"9137";1995-11-27;312;28,5377707897166
"9138";1995-11-28;312;28,5301110600554
"9139";1995-11-29;312;28,714687613767
"9140";1995-11-30;312;28,7939739691517
"9141";1995-12-01;313;28,7651536337351
"9142";1995-12-04;313;28,8171539139848
"9143";1995-12-05;313;28,6362657118666
"9144";1995-12-06;313;28,4414067200161
"9145";1995-12-07;313;28,5038889592128
"9146";1995-12-08;313;28,3396530384671
"9147";1995-12-11;313;28,5308827945531
"9148";1995-12-12;313;28,5132012282092
"9149";1995-12-13;313;28,5963538669224
"9150";1995-12-14;313;28,7797526251102
"9151";1995-12-15;313;28,7006079707011
"9152";1995-12-18;313;28,4477099839474
"9153";1995-12-19;313;28,8005606850092
"9154";1995-12-20;313;28,8628070287371
"9155";1995-12-21;313;28,8102457628013
"9156";1995-12-22;313;28,8368442862066
"9157";1995-12-26;313;28,862534370832
"9158";1995-12-27;313;28,9635560077658
"9159";1995-12-28;313;29,0052047030007
"9160";1995-12-29;313;29,0093771517145
"9161";1996-01-02;313;28,9232363733266
"9162";1996-01-03;313;28,9586175193537
"9163";1996-01-04;313;28,8135721057135
"9164";1996-01-05;313;28,8944512933276
"9165";1996-01-08;313;28,9133563772897
"9166";1996-01-09;313;28,7753164869456
"9167";1996-01-10;313;28,6302345429649
"9168";1996-01-11;313;28,7486408338136
"9169";1996-01-12;313;28,7361432517955
"9170";1996-01-15;313;28,665913886592
"9171";1996-01-16;313;28,8449812775258
"9172";1996-01-17;313;28,9033028637891
"9173";1996-01-18;313;29,2278892644774
"9174";1996-01-19;313;29,0207392666943
"9175";1996-01-22;313;28,9587914729022
"9176";1996-01-23;313;29,0135612670024
"9177";1996-01-24;313;29,2205688705465
"9178";1996-01-25;313;28,9412401441473
"9179";1996-01-26;314;29,1480164594324
"9180";1996-01-29;314;29,2219437643589
"9181";1996-01-30;314;29,5723102797997
"9182";1996-01-31;314;29,8375708848334
